client_id,gender,birth_date,client_district_id,disp_id,account_id,disp_type,acc_district_id,stmt_freq,account_date,loan_id,loan_date,loan_amount,loan_duration,loan_payments,loan_status,card_id,card_type,card_issued_date,avg_balance,abs_balance,avg_dtCCwdl,avg_dtCashwdl,avg_dtObRemit,avg_dtOther,avg_crCash,avg_crObColl,avg_crOther,avg_dtIns,avg_dtStmtBal,avg_dtIntNegBal,avg_dtHousehold,avg_dtLoan,avg_dtOtherPay,avg_crInterest,avg_crPension,avg_crOtherPay,district_id,district_name,region,num_inhab,mun_inhab500,mun_inhab1000,mun_inhab10000,mun_inhab10001,num_cities,urban_ratio,avg_sal,unemploy95,unemploy96,entPer1000,crimes95,crimes96,num_operators
13089,f,1979-02-14,16,12781,10644,OWNER,16,Monthly,1997-07-12,7167,1998-06-18,269964,36,7499.0,C,1194.0,junior,1998-04-30,886.184,66463.8,0.0,5777.562667,1178.986667,0.0,5.333333,7798.613333,38.786667,0.0,1.362667,0.0,1178.986667,0.0,5776.2,38.786667,0.0,7803.946667,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,1
13095,m,1950-03-16,76,12787,10650,OWNER,76,Monthly,1997-09-09,7171,1998-02-24,196224,48,4088.0,C,1195.0,gold,1998-09-04,3507.813043,80679.7,0.0,9378.895652,450.26087,0.0,13.043478,13254.652174,69.273913,0.0,0.634783,0.0,450.26087,0.0,9378.26087,69.273913,0.0,13267.695652,76,Sumperk,north Moravia,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736,2807,1
13113,m,1976-11-25,11,12805,10663,OWNER,11,Monthly,1993-12-08,7176,1995-10-28,260028,36,7223.0,A,1196.0,classic,1997-06-27,433.857764,69851.1,0.0,4521.83354,1518.416149,0.0,117.391304,6325.869565,30.846584,0.0,1.541615,0.0,534.63354,0.0,5504.074534,30.846584,0.0,6443.26087,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,1
13134,f,1962-11-03,1,12826,10679,OWNER,1,Monthly,1997-05-30,7181,1997-10-02,197808,24,8242.0,C,1199.0,classic,1998-03-09,2925.54,43883.1,0.0,12026.666667,0.0,0.0,60.0,14835.266667,56.94,0.0,0.0,0.0,0.0,0.0,12026.666667,56.94,0.0,14895.266667,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1
2,m,1945-02-04,1,2,2,OWNER,1,Monthly,1993-02-26,4959,1994-01-05,80952,24,3373.0,A,,,,515.568519,27840.7,0.0,3046.566667,672.777778,0.0,88.888889,4122.148148,23.875926,0.0,1.622222,0.0,672.777778,0.0,3044.944444,23.875926,0.0,4211.037037,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,2
3,f,1940-10-09,1,3,2,DISPONENT,1,Monthly,1993-02-26,4959,1994-01-05,80952,24,3373.0,A,,,,515.568519,27840.7,0.0,3046.566667,672.777778,0.0,88.888889,4122.148148,23.875926,0.0,1.622222,0.0,672.777778,0.0,3044.944444,23.875926,0.0,4211.037037,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,2
25,f,1939-04-23,21,25,19,OWNER,21,Monthly,1995-04-07,4961,1996-04-29,30276,12,2523.0,B,,,,198.18,15854.4,0.0,2829.06,0.0,0.0,342.5,2649.3125,35.4275,0.0,1.46,0.0,1592.5,0.0,1235.1,35.4275,0.0,2991.8125,21,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,1
31,m,1962-02-09,68,31,25,OWNER,68,Monthly,1996-07-28,4962,1997-12-08,30276,12,2523.0,A,,,,192.816463,31621.9,0.0,5263.093902,697.463415,0.0,6128.469512,0.0,24.904268,14.0,1.246341,0.0,581.939024,0.0,5363.371951,24.904268,0.0,6128.469512,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,1
45,m,1952-08-26,20,45,37,OWNER,20,Monthly,1997-08-18,4967,1998-10-14,318480,60,5308.0,D,,,,141.102586,16367.9,0.0,3198.413793,517.034483,0.0,3836.698276,0.0,19.852586,10.034483,1.384483,0.003448,239.689655,0.0,3464.336207,19.852586,0.0,3836.698276,20,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,1
46,f,1940-01-30,19,46,38,OWNER,19,Weekly,1997-08-08,4968,1998-04-19,110736,48,2307.0,C,,,,680.303636,37416.7,0.0,1478.472727,539.472727,0.0,287.272727,2390.727273,20.249091,16.581818,2.181818,0.0,501.890909,0.0,1497.290909,20.249091,0.0,2678.0,19,Prachatice,south Bohemia,51428,50,11,3,1,4,52.7,8402,3.13,3.98,120,999,1099,1
78,f,1944-06-13,16,78,67,OWNER,16,Monthly,1994-10-19,4973,1996-05-02,165960,24,6915.0,A,,,,189.5152,23689.4,0.0,5550.5632,765.856,0.0,5.6,6472.44,27.8944,0.0,1.6352,0.0,716.016,0.0,5598.768,27.8944,0.0,6478.04,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,1
117,f,1936-09-20,74,117,97,DISPONENT,74,Monthly,1996-05-05,4986,1997-08-10,102876,12,8573.0,A,,,,343.358475,40516.3,0.0,1902.208475,348.127119,0.0,2574.677966,0.0,19.016102,0.279661,1.361017,0.0,121.694915,0.0,2127.0,19.016102,0.0,2574.677966,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,2
124,m,1967-09-21,44,124,103,OWNER,44,Monthly,1996-03-10,4988,1997-12-06,265320,36,7370.0,D,,,,240.703614,19978.4,0.0,4196.726506,0.0,0.0,4393.409639,0.0,44.020482,0.0,1.407229,0.222892,0.0,0.0,4195.096386,44.020482,0.0,4393.409639,44,Chrudim,east Bohemia,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166,2325,1
159,m,1938-09-10,40,159,132,DISPONENT,40,PostTransaction,1996-05-11,4996,1996-11-06,88440,12,7370.0,A,,,,2545.412903,78907.8,0.0,6152.677419,0.0,0.0,8649.193548,0.0,48.896774,0.0,12.903226,0.0,0.0,0.0,6139.774194,48.896774,0.0,8649.193548,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,2
210,m,1939-11-30,66,210,173,OWNER,66,Monthly,1993-11-26,5002,1994-05-31,104808,12,8734.0,A,,,,933.846667,28015.4,0.0,2280.486667,573.866667,0.0,3767.833333,0.0,20.366667,49.0,0.486667,0.0,417.066667,0.0,2387.8,20.366667,0.0,3767.833333,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,2
211,f,1945-06-28,66,211,173,DISPONENT,66,Monthly,1993-11-26,5002,1994-05-31,104808,12,8734.0,A,,,,933.846667,28015.4,0.0,2280.486667,573.866667,0.0,3767.833333,0.0,20.366667,49.0,0.486667,0.0,417.066667,0.0,2387.8,20.366667,0.0,3767.833333,66,Zdar nad Sazavou,south Moravia,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,2
215,m,1967-09-24,71,215,176,OWNER,71,Weekly,1996-08-12,5005,1997-04-10,27456,12,2288.0,A,,,,483.746667,36281.0,0.0,5345.146667,313.133333,0.0,6121.44,0.0,20.586667,6.466667,2.4,0.0,304.266667,0.0,5345.146667,20.586667,0.0,6121.44,71,Novy Jicin,north Moravia,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980,4595,1
352,m,1940-08-27,56,352,290,OWNER,56,Monthly,1993-12-02,5032,1994-11-03,123696,48,2577.0,A,,,,412.904918,25187.2,0.0,3687.17377,582.983607,0.0,4647.540984,0.0,35.521311,0.0,1.436066,0.0,260.95082,0.0,4007.770492,35.521311,0.0,4647.540984,56,Breclav,south Moravia,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158,1
376,f,1973-01-08,14,376,309,OWNER,14,Monthly,1997-04-25,5036,1998-11-25,91248,48,1901.0,C,,,,150.169697,14866.8,0.0,3884.286869,0.0,0.0,4013.070707,0.0,21.385859,0.0,2.064646,0.0,0.0,0.0,3882.222222,21.385859,0.0,4013.070707,14,Ceske Budejovice,south Bohemia,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604,6295,1
383,f,1939-05-17,15,383,314,OWNER,15,PostTransaction,1996-01-26,5039,1997-05-03,66840,24,2785.0,C,,,,241.218085,22674.5,0.0,4548.585106,1602.138298,0.0,88.297872,6280.351064,23.292553,0.0,11.702128,0.0,1602.138298,0.0,4536.882979,23.292553,0.0,6368.648936,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,2
384,m,1935-10-08,15,384,314,DISPONENT,15,PostTransaction,1996-01-26,5039,1997-05-03,66840,24,2785.0,C,,,,241.218085,22674.5,0.0,4548.585106,1602.138298,0.0,88.297872,6280.351064,23.292553,0.0,11.702128,0.0,1602.138298,0.0,4536.882979,23.292553,0.0,6368.648936,15,Cesky Krumlov,south Bohemia,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845,1879,2
389,f,1974-06-30,47,389,319,OWNER,47,Weekly,1995-10-17,5041,1997-07-11,369000,60,6150.0,C,,,,348.21462,59544.7,0.0,2464.766082,388.643275,0.0,3180.216374,0.0,21.407602,46.222222,3.333333,0.0,111.263158,0.0,2692.590643,21.407602,0.0,3180.216374,47,Pardubice,east Bohemia,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079,5410,1
403,f,1973-05-26,42,403,330,OWNER,42,Monthly,1996-11-24,5042,1998-07-12,331584,48,6908.0,C,,,,549.454455,55494.9,0.0,4362.762376,0.0,0.0,4881.663366,0.0,30.553465,0.0,2.168317,0.0,0.0,0.0,4360.594059,30.553465,0.0,4881.663366,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,2
404,m,1967-04-20,42,404,330,DISPONENT,42,Monthly,1996-11-24,5042,1998-07-12,331584,48,6908.0,C,,,,549.454455,55494.9,0.0,4362.762376,0.0,0.0,4881.663366,0.0,30.553465,0.0,2.168317,0.0,0.0,0.0,4360.594059,30.553465,0.0,4881.663366,42,Havlickuv Brod,east Bohemia,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658,1668,2
415,m,1945-04-01,46,415,339,DISPONENT,46,Weekly,1996-09-11,5043,1997-12-25,468060,60,7801.0,C,,,,850.308036,95234.5,0.0,6097.535714,406.116071,0.0,3.571429,7313.580357,36.808036,0.0,2.946429,0.0,401.401786,0.0,6099.303571,36.808036,0.0,7317.151786,46,Nachod,east Bohemia,112709,48,20,7,3,10,73.5,8369,1.79,2.31,117,2854,2618,2
421,m,1965-07-31,54,421,344,OWNER,54,Monthly,1993-12-01,5044,1994-12-21,100980,60,1683.0,C,,,,673.397143,47137.8,0.0,1684.525714,609.3,0.0,2943.514286,0.0,23.708571,0.0,1.668571,0.0,609.3,0.0,1682.857143,23.708571,0.0,2943.514286,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,1
424,m,1947-10-08,1,424,347,OWNER,65,Monthly,1993-12-13,5045,1995-05-01,187224,24,7801.0,B,,,,577.638636,50832.2,0.0,5128.538636,0.0,0.0,5675.920455,0.0,30.256818,0.0,1.990909,0.002273,0.0,0.0,5126.545455,30.256818,0.0,5675.920455,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1
426,m,1937-06-01,72,426,349,OWNER,72,Monthly,1997-06-08,5046,1998-09-09,42816,12,3568.0,C,,,,219.958824,18696.5,0.0,944.712941,548.235294,0.0,1699.411765,0.0,13.495294,0.0,1.889412,0.0,548.235294,0.0,942.823529,13.495294,0.0,1699.411765,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,2
427,f,1941-09-14,72,427,349,DISPONENT,72,Monthly,1997-06-08,5046,1998-09-09,42816,12,3568.0,C,,,,219.958824,18696.5,0.0,944.712941,548.235294,0.0,1699.411765,0.0,13.495294,0.0,1.889412,0.0,548.235294,0.0,942.823529,13.495294,0.0,1699.411765,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,2
458,m,1961-07-24,68,458,378,OWNER,68,Monthly,1996-07-22,5051,1997-10-11,230400,60,3840.0,C,,,,293.317262,49277.3,0.0,5396.395238,752.708333,0.0,6415.470238,0.0,26.950595,0.154762,1.216667,0.0,660.60119,0.0,5487.130952,26.950595,0.0,6415.470238,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,1
512,f,1965-08-03,60,512,426,OWNER,1,Monthly,1993-11-29,5060,1994-07-19,252060,60,4201.0,D,,,,1149.122951,70096.5,0.0,4550.868852,687.131148,0.0,6366.196721,0.0,20.92623,0.0,1.196721,0.0,614.508197,0.0,4622.295082,20.92623,0.0,6366.196721,60,Prostejov,south Moravia,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,1
530,f,1957-09-27,29,530,440,OWNER,29,Monthly,1996-12-22,5061,1998-03-13,84288,48,1756.0,C,,,,465.015294,39526.3,0.0,2053.482353,685.294118,0.0,3185.976471,0.0,17.815294,0.0,1.717647,0.0,685.294118,0.0,2051.764706,17.815294,0.0,3185.976471,29,Rokycany,west Bohemia,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818,888,1
533,f,1941-05-19,54,533,442,OWNER,54,Monthly,1997-03-30,5063,1997-07-10,357840,48,7455.0,D,,,,5050.0,10100.0,0.0,0.0,0.0,0.0,5050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5050.0,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,1
568,f,1960-07-19,8,568,472,OWNER,8,Monthly,1996-10-11,5072,1997-04-28,196800,24,8200.0,D,,,,1659.4,38166.2,0.0,12300.634783,0.0,0.0,13.043478,13904.652174,42.33913,0.0,0.634783,0.0,0.0,0.0,12300.0,42.33913,0.0,13917.695652,8,Mlada Boleslav,central Bohemia,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179,4987,1
603,f,1966-03-09,13,603,501,OWNER,13,Monthly,1995-10-21,5082,1996-10-24,262980,60,4383.0,C,,,,1358.596429,76081.4,0.0,2975.821429,0.0,0.0,4301.035714,0.0,33.382143,0.0,2.607143,0.0,0.0,0.0,2973.214286,33.382143,0.0,4301.035714,13,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,1
631,f,1956-03-22,70,631,525,OWNER,70,Monthly,1996-03-20,5086,1997-07-16,210384,48,4383.0,C,,,,787.771186,46478.5,0.0,2862.501695,656.338983,0.0,4262.559322,0.0,44.052542,0.0,1.484746,0.0,656.338983,0.0,2861.016949,44.052542,0.0,4262.559322,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,1
799,m,1936-02-19,27,799,666,DISPONENT,27,Monthly,1996-03-15,5103,1997-11-28,12540,12,1045.0,A,,,,358.961842,54562.2,44.736842,1169.467105,707.861842,0.0,2258.861842,0.0,22.165789,94.243421,1.440789,0.0,388.421053,0.0,1437.960526,22.165789,0.0,2258.861842,27,Plzen - jih,west Bohemia,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,2
811,m,1940-05-28,58,811,675,DISPONENT,58,Monthly,1995-08-03,5110,1997-04-01,102240,60,1704.0,C,,,,275.939683,34768.4,0.0,978.203175,756.904762,0.0,1991.007937,0.0,20.039683,0.0,1.853968,0.0,756.904762,0.0,976.349206,20.039683,0.0,1991.007937,58,Jihlava,south Moravia,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,2
939,m,1952-08-03,21,939,785,OWNER,21,Weekly,1997-08-09,5124,1998-02-12,156096,36,4336.0,C,,,,862.784848,28471.9,0.0,3884.606061,448.181818,0.0,30.30303,5124.151515,41.118182,0.0,1.818182,0.0,448.181818,0.0,3882.787879,41.118182,0.0,5154.454545,21,Tabor,south Bohemia,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,1
944,m,1970-12-18,39,944,789,OWNER,39,Monthly,1995-02-06,5125,1995-11-23,73056,48,1522.0,C,,,,422.464706,21545.7,0.0,639.470588,371.960784,0.0,1416.980392,0.0,16.915686,0.0,1.431373,0.0,211.078431,0.0,798.921569,16.915686,0.0,1416.980392,39,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,2
945,f,1977-01-10,39,945,789,DISPONENT,39,Monthly,1995-02-06,5125,1995-11-23,73056,48,1522.0,C,,,,422.464706,21545.7,0.0,639.470588,371.960784,0.0,1416.980392,0.0,16.915686,0.0,1.431373,0.0,211.078431,0.0,798.921569,16.915686,0.0,1416.980392,39,Most,north Bohemia,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,2
968,m,1957-02-17,69,968,808,OWNER,69,Monthly,1995-06-13,5128,1996-04-11,215616,48,4492.0,D,,,,141.65082,8640.7,0.0,2566.009836,0.0,0.0,2680.491803,0.0,27.168852,0.0,1.196721,0.222951,855.737705,0.0,1708.852459,27.168852,0.0,2680.491803,69,Jesenik,north Moravia,42821,4,13,5,1,3,48.4,8173,0.0,7.01,124,0,1358,1
976,f,1955-11-19,16,976,813,OWNER,16,Monthly,1993-02-10,5130,1994-05-11,24312,12,2026.0,A,,,,364.894872,28461.8,0.0,2292.289744,0.0,0.0,139.74359,2493.128205,24.312821,0.0,2.058974,0.0,0.0,0.0,2290.230769,24.312821,0.0,2632.871795,16,Jindrichuv Hradec,south Bohemia,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,1
980,m,1961-09-30,40,980,816,OWNER,52,Monthly,1993-08-05,5131,1995-01-08,48624,24,2026.0,A,,,,410.203419,47993.8,0.0,5422.317949,462.974359,0.0,6260.547009,0.0,34.948718,0.0,1.497436,0.0,462.974359,0.0,5420.820513,34.948718,0.0,6260.547009,40,Teplice,north Bohemia,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949,6872,1
981,m,1960-06-28,5,981,817,OWNER,5,Monthly,1994-03-18,5132,1995-02-17,538500,60,8975.0,C,,,,401.224138,23271.0,0.0,3493.57931,555.775862,0.0,4428.551724,0.0,22.027586,0.0,1.510345,0.0,555.775862,0.0,3492.068966,22.027586,0.0,4428.551724,5,Kolin,central Bohemia,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616,3040,1
1029,f,1954-03-16,1,1029,854,OWNER,62,Monthly,1993-09-21,5138,1995-05-30,87216,48,1817.0,C,,,,181.049324,26795.3,0.0,929.182432,460.641892,0.0,1555.466216,0.0,15.407432,307.351351,1.47973,0.0,41.297297,0.0,1039.695946,15.407432,0.0,1555.466216,1,Hl.m. Praha,Prague,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677,99107,1
1051,f,1971-08-26,73,1051,873,OWNER,73,Monthly,1997-04-26,5140,1998-02-24,178500,60,2975.0,C,,,,303.0875,19397.6,0.0,829.578125,375.359375,0.0,1495.0625,0.0,12.9625,172.734375,1.140625,0.0,82.3125,0.0,948.75,12.9625,0.0,1495.0625,73,Opava,north Moravia,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355,4433,1
1102,m,1935-01-29,72,1102,915,OWNER,72,Monthly,1995-01-18,5145,1995-09-16,309552,48,6449.0,C,,,,1479.985714,51799.5,0.0,6341.251429,1633.257143,0.0,20.0,9397.114286,37.38,0.0,1.251429,0.0,1633.257143,0.0,6340.0,37.38,0.0,9417.114286,72,Olomouc,north Moravia,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,1
1130,f,1940-11-26,70,1130,938,OWNER,70,Monthly,1997-12-13,5147,1998-05-21,22260,60,371.0,C,,,,2085.173333,31277.6,0.0,586.666667,0.0,0.0,2647.666667,0.0,24.173333,0.0,0.0,0.0,0.0,0.0,586.666667,24.173333,0.0,2647.666667,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,1
1134,m,1959-10-01,37,1134,940,DISPONENT,37,Monthly,1994-11-15,5148,1996-05-29,284280,60,4738.0,C,,,,1006.568085,94617.4,0.0,6891.965957,0.0,0.0,3.191489,7849.180851,46.161702,0.0,2.019149,0.0,0.0,0.0,6889.946809,46.161702,0.0,7852.37234,37,Litomerice,north Bohemia,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147,4166,2
1208,f,1975-09-01,70,1208,1004,OWNER,70,Monthly,1996-07-02,5158,1998-04-11,188532,36,5237.0,C,,,,149.627703,22144.9,0.0,7670.645946,0.0,0.0,7790.108108,0.0,30.165541,0.0,1.578378,0.0,0.0,0.0,7669.067568,30.165541,0.0,7790.108108,70,Karvina,north Moravia,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878,10108,1
1215,m,1944-05-06,45,1215,1011,OWNER,45,Monthly,1994-12-17,5160,1995-12-18,204000,60,3400.0,C,,,,584.504615,37992.8,0.0,2686.741538,872.0,0.0,38.461538,4080.584615,24.2,0.0,1.572308,0.0,872.0,0.0,2685.169231,24.2,0.0,4119.046154,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,1
1216,f,1945-06-12,65,1216,1012,OWNER,65,Monthly,1994-07-09,5161,1994-10-28,98184,24,4091.0,A,,,,4925.442857,68956.2,0.0,2192.857143,0.0,0.0,35.714286,7012.857143,69.728571,0.0,0.0,0.0,0.0,0.0,2192.857143,69.728571,0.0,7048.571429,65,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,1
1282,m,1936-11-27,52,1282,1068,OWNER,52,Monthly,1997-02-15,5169,1998-09-24,253200,60,4220.0,C,,,,362.71194,48603.4,0.0,1809.607463,967.38806,0.0,3120.231343,0.0,19.476119,70.746269,1.525373,0.0,530.261194,0.0,2174.462687,19.476119,0.0,3120.231343,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,1
1286,f,1950-03-13,52,1286,1071,OWNER,68,Weekly,1993-05-10,5170,1994-01-20,253200,60,4220.0,C,,,,1979.285366,81150.7,0.0,4966.536585,0.0,0.0,6904.02439,0.0,41.797561,0.0,3.658537,0.0,0.0,0.0,4962.878049,41.797561,0.0,6904.02439,52,Usti nad Orlici,east Bohemia,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564,2799,1
1300,m,1979-10-27,45,1300,1083,OWNER,45,Monthly,1996-12-06,5172,1998-04-16,50976,36,1416.0,C,,,,173.277236,21313.1,0.0,997.521951,736.406504,0.0,1891.479675,0.0,15.726016,459.861789,1.42439,0.0,188.292683,0.0,1084.349593,15.726016,0.0,1891.479675,45,Jicin,east Bohemia,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080,2122,1
1311,f,1956-12-18,54,1311,1093,OWNER,54,Monthly,1996-01-14,5174,1997-06-13,385104,48,8023.0,C,,,,507.242157,51738.7,0.0,6950.590196,1307.77451,0.0,9.803922,8730.745098,25.057843,0.0,1.717647,0.0,1307.77451,0.0,6948.872549,25.057843,0.0,8740.54902,54,Brno - mesto,south Moravia,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721,18696,1
1327,f,1963-12-31,20,1327,1106,OWNER,20,Weekly,1993-08-29,5176,1994-11-12,192552,24,8023.0,B,,,,435.792157,22225.4,0.0,2669.313725,0.0,0.0,3076.352941,0.0,28.752941,0.0,3.529412,0.0,0.0,0.0,2665.784314,28.752941,0.0,3076.352941,20,Strakonice,south Bohemia,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563,1542,1
1404,f,1968-12-20,11,1404,1166,OWNER,11,Monthly,1993-04-21,5189,1994-02-07,149040,48,3105.0,A,,,,352.474074,19033.6,0.0,2757.648148,407.12963,0.0,44.444444,3450.166667,22.640741,0.0,1.351852,0.0,407.12963,0.0,2756.296296,22.640741,0.0,3494.611111,11,Praha - zapad,central Bohemia,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475,3529,1
1499,f,1951-11-29,74,1499,1242,OWNER,74,PostTransaction,1996-11-24,5206,1997-09-07,128544,24,5356.0,C,,,,518.035,31082.1,0.0,2891.666667,753.666667,0.0,4133.633333,0.0,29.735,35.166667,10.0,0.0,409.166667,0.0,3191.0,29.735,0.0,4133.633333,74,Ostrava - mesto,north Moravia,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782,18347,1
1501,m,1946-01-22,68,1501,1244,OWNER,68,Monthly,1996-05-08,5207,1997-02-28,35904,48,748.0,C,,,,299.361017,17662.3,0.0,596.583051,252.491525,0.0,1135.254237,0.0,13.181356,27.525424,0.989831,0.0,76.525424,0.0,744.033898,13.181356,0.0,1135.254237,68,Frydek - Mistek,north Moravia,228848,15,40,18,2,6,57.2,9893,4.09,4.72,96,5623,5887,1
1505,f,1971-06-25,65,1505,1247,OWNER,25,Monthly,1993-06-08,5208,1995-03-16,99696,48,2077.0,D,,,,305.25,32967.0,0.0,5705.764815,0.0,0.0,5985.759259,0.0,25.255556,0.0,1.622222,0.003704,0.0,0.0,5704.138889,25.255556,0.0,5985.759259,65,Znojmo,south Moravia,114200,101,41,4,1,4,43.7,8403,5.74,5.72,105,2157,2718,1
1509,f,1942-04-19,62,1509,1250,OWNER,62,Monthly,1996-03-28,5209,1996-11-25,182640,48,3805.0,C,,,,597.46,23898.4,0.0,3303.595,1011.475,0.0,37.5,4851.575,23.455,0.0,1.095,0.0,4.575,0.0,4309.4,23.455,0.0,4889.075,62,Uherske Hradiste,south Moravia,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,1
1511,f,1962-03-06,13,1511,1252,OWNER,13,Weekly,1995-07-26,5210,1997-04-01,148140,36,4115.0,C,,,,222.222881,26222.3,0.0,4325.90678,0.0,0.0,22.881356,4498.237288,27.011017,0.0,4.067797,0.0,0.0,0.0,4321.838983,27.011017,0.0,4521.118644,13,Rakovnik,central Bohemia,53921,61,22,1,1,2,41.3,8598,2.77,3.26,123,1597,1875,1
1516,f,1946-10-17,38,1516,1256,OWNER,38,Monthly,1994-04-21,5212,1995-05-29,71064,36,1974.0,A,,,,365.080233,31396.9,0.0,1572.055814,693.627907,0.0,2612.883721,0.0,17.880233,0.0,1.35814,0.0,123.27907,0.0,2141.046512,17.880233,0.0,2612.883721,38,Louny,north Bohemia,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,1
1533,m,1960-12-22,55,1533,1270,OWNER,55,PostTransaction,1996-06-07,5214,1997-07-01,74772,36,2077.0,C,,,,467.288732,33177.5,0.0,1747.309859,468.957746,0.0,116.901408,2545.464789,21.190141,0.0,12.676056,0.0,468.957746,0.0,1734.633803,21.190141,0.0,2662.366197,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,1
1554,m,1944-12-15,55,1554,1284,OWNER,55,Monthly,1997-07-02,5221,1998-12-05,52512,12,4376.0,C,,,,471.668966,41035.2,0.0,6010.041379,0.0,0.0,6447.45977,0.0,34.250575,0.0,1.845977,0.0,0.0,0.0,6008.195402,34.250575,0.0,6447.45977,55,Brno - venkov,south Moravia,157042,49,70,18,0,9,33.9,8743,1.88,2.43,111,3659,3894,1
